Id,D_ID,ViewType,Network,Category,DATA_TYPE,Consumable_Data,Charges,Data_Name,Incentive,Validity,Time_Window,Recursive,Prorated,Deposite,Subscription,Unsubscription,Status_String,Offer_Status,Offer_Detail,ISMS_MainCategory_ID,Description,Created_BY,Created_Date,URL,Modify_BY,Modify_Date,USSD_String,Files,oVideos,PackagesIds,CitiesIds,CompalintIds,Status,FAQs,BaseRate,PriorityTable,Workcode,UpdateNotes,MainHeader,NotifyDomain,DOStatus,ExpiredFrom,Emails,SUB_MEDIUM,UNSUB_MEDIUM,,,,,,
1479,63,BackEndTeam,Jazz,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,"<ul> 	<li> 	<ul> 		<li>50 MBs</li> 		<li>Multiple subsccription is allowed</li> 		<li>Expiry will be as per latest subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,02:45.4,*117*11#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1480,63,BackEndTeam,Warid,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,"<ul> 	<li> 	<ul> 		<li>50 MBs</li> 		<li>Multiple subsccription is allowed</li> 		<li>Expiry will be as per latest subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,01:40.5,*117*11#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1481,63,CallCenter,Jazz,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,<p>The offer has expired (13 April 2023)</p> ,4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,07:37.9,*117*11#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1482,63,CallCenter,Warid,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,"<ul> 	<li> 	<ul> 		<li>50 MBs</li> 		<li>Multiple subsccription is allowed</li> 		<li>Expiry will be as per latest subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,01:40.5,*117*11#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1483,63,ExperienceCenter,Jazz,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,"<ul> 	<li> 	<ul> 		<li>50 MBs</li> 		<li>Multiple subsccription is allowed</li> 		<li>Expiry will be as per latest subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,02:41.0,*117*11#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1484,63,ExperienceCenter,Warid,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,"<ul> 	<li> 	<ul> 		<li>50 MBs</li> 		<li>Multiple subsccription is allowed</li> 		<li>Expiry will be as per latest subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,01:40.5,*117*11#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1485,63,Franchise,Jazz,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,"<ul> 	<li> 	<ul> 		<li>50 MBs</li> 		<li>Multiple subsccription is allowed</li> 		<li>Expiry will be as per latest subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,02:36.6,*117*11#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1486,63,Franchise,Warid,Prepaid,10,50MB,Rs.20 (inc tax),Daily Browser(*117*11#),50MB,24 Hrs,24 HRS,no,na,na,*117*11#,*117*11*4#,*117*11*2#,Expired,"<ul> 	<li> 	<ul> 		<li>50 MBs</li> 		<li>Multiple subsccription is allowed</li> 		<li>Expiry will be as per latest subscription</li> 		<li>Overage rate is PKR 2.25/ MB</li> 	</ul> 	</li> </ul> ",4309,Daily browser,zuhair.farooqi,16:46.7,~/DataOffer/,naveed.aslam,01:40.5,*117*11#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Browser - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>Offer Expired</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1487,64,BackEndTeam,Jazz,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,10:57.6,*117*47#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,<p>Internet Bundle -Weekly Premium</p> ,NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1488,64,BackEndTeam,Warid,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,40:03.2,*117*47#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,<p>Internet Bundle -Weekly Premium</p> ,NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1489,64,CallCenter,Jazz,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,10:55.4,*117*47#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1490,64,CallCenter,Warid,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,40:03.2,*117*47#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,<p>Internet Bundle -Weekly Premium</p> ,NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1491,64,ExperienceCenter,Jazz,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,10:53.2,*117*47#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1492,64,ExperienceCenter,Warid,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,40:03.2,*117*47#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,<p>Internet Bundle -Weekly Premium</p> ,NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1493,64,Franchise,Jazz,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,10:50.5,*117*47#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Weekly Premium - Data - Weekly - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1494,64,Franchise,Warid,Prepaid,10,4GB,"Rs.185 inc. tax,Gwadar = Rs.277.5 (inc tax)",Weekly Premium,4GBs ,7days,24 HRS,no,na,na,*117*47#,*117*47*4#,*117*47*2#,active,"<table border=""1"" cellspacing=""0""> 	<tbody> 		<tr> 			<td>Get 4000MBs for 7 days . After 4000MB consumption, overage rate will be Rs 2.0/MB till bundle expiry. For activation dial *117*47#. For bundle status dial *117*47*2# (FOC)<br /> 			Weekly Premium : Gawadar Price with tax: 179<br /> 			Multiple Subscription is allowed.</td> 		</tr> 	</tbody> </table> ","42,874,550",Weekly Premium,zuhair.farooqi,54:43.1,~/DataOffer/,muhammad.zaid,40:03.2,*117*47#,NULL,NULL,0,NULL,NULL,E,NULL,Rs.5/MB,NULL,<p>Internet Bundle -Weekly Premium</p> ,NULL,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
1495,143,BackEndTeam,Jazz,Prepaid,10,1.5 GB Data (Youtube + Facebook + Whatsapp),PKR 27 (inc tax),Daily Social Bundle(*114*5#) [Expired],1.5 GB Data (Youtube + Facebook + Whatsapp),24 Hrs,24 HRS,No,na,na,*114*5#,*114*5*4#,*114*5*2#,active,<p><strong>The offer has been expired w.e.f 14th April 2023 11:59 PM</strong></p>  <p><strong>Subscribers who have subscribed to this offer before 14th April 2023 11:59 PM would be able to use their incentives until&nbsp;validity expiry.</strong></p>  <p><strong>The alterante of this offer is&nbsp;*968# - Daily YouTube Bundle</strong></p> ,5066,Daily Social Bundle,zuhair.farooqi,13:05.5,~/DataOffer/,uswah.aziz,44:56.5,*114*5#,NULL,NULL,0,NULL,NULL,D,NULL,Rs.5/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Social - Data - Daily - Activation</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Social - Data - Daily - Information</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Social - Data - Daily - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Social - Data - Daily - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">Daily Social - Data - Daily - Complaints - General</td> 			<td dir=""LTR"">Prepaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>The offer has been&nbsp;expired</p> ,B2C,CE-Development,Active,NULL,NULL,NULL,NULL,,,,,,
